ID,Title,Content
3375,"Terranova <br/> Turmeric & Matcha Green Tea (Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>PHYTOFRESH COMPLEX 500mg</strong>
<div>PROVIDING:
Turmeric Root [<em>Curcuma longa]-</em>fresh freeze dried-ORGANIC 250mg
Matcha Green Tea* [Camellia sinensis]-steam dried-ORGANIC 250mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)</div>
<div>

*Contains 100% Grade AAA Matcha (Ceremonial Grade) from gardens located in a remote area of China

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>
<div>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
3376,"Terranova <br/> Vitamin K2 (as MenaQ7®) 100µg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 400mg</strong>
PROVIDING:
Kale Leaf [Brassica oleracea var acephala]-fresh freeze dried-ORGANIC 150mg
Parsley [Petroselinum crispum]-fresh freeze dried-ORGANIC 100mg
Spinach Leaf [Spinacia oleracea]-fresh freeze dried-ORGANIC 100mg
Coriander Leaf [Coriandrum sativum]-fresh freeze dried-ORGANIC 50mg
MCT Powder (Vegan Medium Chain Triglycerides) 50mg
Vitamin K2 as MK-7 (MenaQ7®)* 100μg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)
<strong>*MenaQ7® is a registered trademark of Lesaffre et Compagnie, France</strong>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3377,"Terranova <br/> Vitamin D3 1000iu & K2 (as MenaQ7®) 50µg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 360mg</strong>
PROVIDING:
Stabilised Rice Bran 100mg
Pumpkin Seed [Cucurbita Pepo]-ORGANIC 75mg
Shiitake Mushroom [Lentinula Edodes]-fresh freeze dried-ORGANIC (Full-spectrum: primordia, mycelia, fruiting body &amp; extra-cellular compounds) 75mg
Kale Leaf [Brassica Oleracea Var Acephala]-fresh freeze dried-ORGANIC 75mg
Parsley [Petroselinum Crispum]-fresh freeze dried-ORGANIC 35mg
MCT Powder (Vegan Medium Chain Triglycerides) 50mg
Vitamin K2 as MK-7 (MenaQ7®)* 50μg
Vitamin D3 [vegan cholecalciferol-from lichen 1000iu] 25μg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)<strong>
*MenaQ7® is a registered trademark of Lesaffre et Compagnie, France</strong>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3378,"Terranova <br/> Vitamin D3 2000iu & K2 (as MenaQ7®) 100µg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 500mg</strong>
PROVIDING:
Stabilised Rice Bran 150mg
Pumpkin Seed [Cucurbita Pepo]-ORGANIC 100mg
Shiitake Mushroom [Lentinula Edodes]-fresh freeze dried-ORGANIC 100mg
Kale Leaf [Brassica Oleracea Var Acephala]-fresh freeze dried-ORGANIC 100mg
Parsley [Petroselinum Crispum]-fresh freeze dried-ORGANIC 50mgMCT Powder (Vegan Medium Chain Triglycerides) 50mg
Vitamin K2 as MK-7 (MenaQ7®)* 100μg
Vitamin D3 [vegan cholecalciferol-from lichen 2000iu] 50μg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)<strong>
*MenaQ7® is a registered trademark of Lesaffre et Compagnie, France</strong>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
4000,"Terranova <br/> Advanced Synergy B-Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 550mg</strong>
PROVIDING:
Stabilized Rice Bran 200mg
Green <strong>Oat</strong> Seed [Avena Sativa] - fresh freeze dried 75mg
Siberian Ginseng [Eleutherococcus Senticosus] - fresh freeze dried - ORGANIC 50mg
Holy Basil [Ocimum Tenuiflorum] - fresh freeze dried [Tulsi] 50mg
Rhodiola Root Extract [Rhodiola Rosea] - freeze dried aqueous extract 50mg
Reishi [Ganoderma Lucidum] full spectrum - fresh freeze dried - ORGANIC 25mg
Dandelion Leaf [Taraxacum Officinale] - fresh freeze dried 25mg
Beetroot [Beta Vulgaris] - fresh freeze dried - ORGANIC 25mg
Parsley Leaf [Petroselinum Crispum] - fresh freeze dried - ORGANIC 25mg
Ginger Rhizome/Root [Zingiber Officinale] - fresh freeze dried - ORGANIC 25mg

Vitamin C (as calcium &amp; magnesium ascorbate) 150mg
Magnesium (as bisglycinate chelate *[TRAACS&#x2122;], oxide, ascorbate) 75mg
Pantothenic Acid (as calcium pantothenate) 25mg
Niacinamide 24mg
Vitamin B1 (as thiamin mononitrate) 20mg
Inositol 20mg
Vitamin B2 (riboflavin) 18mg
Vitamin B6 (as Pyridoxal 5-phosphate [P 5-P]) 12mg     
Choline Bitartrate *(VitaCholine&#x2122;) 10mg
Coenzyme Q10 (as ubiquinone) 10mg
Pantethine 5mg
Vitamin B2 Riboflavin 5-Phosphate 2mg
NADH (Beta Nicotinamide Adenine Dinucleotide) 1mg
Folate (as calcium L-methylfolate) 200μg
Biotin (as d-Biotin) 100μg
Vitamin B12 (as methylcobalamin) 50μg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*VitaCholine&#x2122; and TRAACS&#x2122; are trademarks of Balchem Corp. or Albion Labs.</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

<strong>Contains Oat seed – consult physician if coeliac. </strong>

</div>"
4001,"Terranova <br/> Advanced Synergy Multivitamin","THREE VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 675mg</strong>
<div>PROVIDING:
Spirulina Algae (Spirulina platensis) - fresh freeze dried - ORGANIC 200mg
Stabilized Rice Bran (Oryza Sativa) 150mg
Nettle Leaf (Urtica dioica) - fresh freeze dried 50mg
Dandelion Leaf (Taraxacum officinalis) - fresh freeze dried 50mg
Watercress Leaf (Nasturtium officinale) - fresh freeze dried 50mg
Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) - ORGANIC 50mg
Blackberry Fruit (Rubus fruticosus) - fresh freeze dried - ORGANIC 50mg
Broccoli Sprouts (Brassica oleracea) - fresh freeze dried - ORGANIC 50mg
Ginger Rhizome/Root (Zingiber officinale) - fresh freeze dried - ORGANIC 25mg
<div></div>
<div>Vitamin C (as calcium &amp; magnesium ascorbate) 150mg
Magnesium (as bisglycinate chelate* [TRAACS&#x2122;], oxide, ascorbate) 100mg
Vitamin E (d-alpha tocopheryl succinate) 100iu 67mg
Calcium (as bisglycinate chelate* [TRAACS&#x2122;], carbonate, ascorbate) 50mg
Niacinamide 24mg
Pantothenic Acid (as calcium pantothenate) 20mg
Vitamin B1 (as thiamin mononitrate) 20mg
Inositol 20mg
Vitamin B2 (riboflavin) 18mg
Vitamin B6 (as Pyridoxal 5-phosphate [P 5-P]) 12mg     
Choline Bitartrate* (Vitacholine&#x2122;) 10mg
Citrus Bioflavonoids (from Citrus Aurantium/bitter orange) 10mg
Zinc (bisglycinate chelate* TRAACS&#x2122;) 10mg
Coenzyme Q10 (as ubiquinone) 10mg
Resveratrol (from Polygonum cuspidatum) 10mg
Pantethine 5mg
Natural Beta Carotene/Mixed Carotenoids [From Dunaliella salina] 4mg
Riboflavin 5-Phosphate 2mg
Lutein [from marigold flowers] (Tagetes erecta) 2mg
Lycopene [from tomato extract] (Solanum Lycopersicum) 2mg
Iron (as bisglycinate Chelate* [Ferrochel&#x2122;] – non-constipating) 1.5mg
Manganese (as bisglycinate chelate* TRAACS&#x2122;) 1.5mg
Copper (as bisglyinate chelate* TRAACS&#x2122;) 1.25mg
NADH (Beta Nicotinamide Adenine Dinucleotide) 1mg
Vitamin A (as retinyl palmitate) 2500iu 751µg
Boron (as sodium borate) 500µg
Folate (as calcium L-methylfolate) 200µg
Iodine (as potassium iodide) 150µg
Biotin (as d-Biotin) 100µg
Astaxanthin (from Haematococcus pluvialis) 100µg
Chromium (as picolinate) 50µg
Vitamin B12 (as methylcobalamin) 50µg
Selenium (as selenomethionine) 50µg
Vitamin K2 as MK-7 (<strong>‡</strong>MenaQ7®)10µg
Vitamin D3 (vegan cholecalciferol - from lichen) 200iu 5µg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)
<div>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS / SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

<strong>‡MenaQ7® is a registered trademark of Lesaffre et Compagnie, France</strong>

<strong>*TRAACS&#x2122;, Ferrochel&#x2122; and VitaCholine&#x2122; are trademarks of Albion Labs or Balchem Corp.</strong>
<div>

NO WHEAT – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>
</div>"
4209,"Terranova <br/> Beta Glucans 250mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 275mg</strong>
PROVIDING:
Reishi (Ganoderma lucidum) – fresh freeze dried - full-spectrum – ORGANIC 75mg
Stabilized Rice Bran (Oryza Sativa) 75mg
Maitake (Grifola frondosa) – fresh freeze dried – full spectrum - ORGANIC 50mg
Chaga (Inonotus obIiquus) – fresh freeze dried – full-spectrum - ORGANIC 50mg
Ginger Rhizome/Root (Ziniber Officinale) – fresh freeze dried - ORGANIC 25mg

Beta 1,3/1,6 Glucans (from Saccharomyces cerevisiae Yeast) 250mg
Vitamin C (as magnesium ascorbate) 100mg
Trans-Resveratrol (from Polygonum cuspidatum - Japanese Knotweed) 25mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4211,"Terranova <br/> Beta Glucans, Astragalus & Vitamin C Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 375mg</strong>
PROVIDING:
Astragalus Root (Astragalus membranaceous) – fresh freeze dried - ORGANIC 200mg
Elderberry (Sambucus Nigra spp. Cerulea) - fresh freeze dried 75mg
Olive Leaf (Oleo Europaea) - fresh freeze dried 50mg
Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) – ORGANIC 50mg

Beta 1,3/1,6 Glucans (from Saccharomyces cerevisiae Yeast) 250mg
Vitamin C (as magnesium ascorbate) 250mg
Trans-Resveratrol (from Polygonum cuspidatum - Japanese Knotweed) 100mg
Turmeric Root (as **Curcumin C3 Complex® - Curcuma longa) 75mg
Quercetin (from Sophora japonica) 50mg 
Zinc (as bisglycinate chelate* TRAACS&#x2122;) 10mg 
Black Pepper Fruit Extract (as **BioPerine® - Piper nigrum) 5mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong> *TRAACS&#x2122; is a trademark of Albion Labs.
**Curcumin C3® and BioPerine® are trademarks of Sabinsa Corporation </strong>

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4212,"Terranova <br/> Blue Guard Spirulina Extract Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 300mg</strong>
PROVIDING:
Stabilized Rice Bran (Oryza Sativa) 150mg
Blackberry Fruit (Rubus fruticosus) - fresh freeze dried - ORGANIC 50mg
Aronia Berry (Aronia melanocarpa) - fresh freeze dried – ORGANIC 50mg
Bilberry Fruit (Vaccinium myrtillus) - fresh freeze dried – ORGANIC 50mg

Spirulina Extract (Spirulina plantensis) 200mg
L-Glutathione (reduced) 50mg
Vitamin E (d-alpha tocopheryl succinate) 74.5iu 50mg
Catalase (25,000 units/g) 25mg
Superoxide Dismutase (as *TetraSOD® from Tetraselmis chuii microalgae) 5mg
Selenium (selenomethionine) 25μg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong> ** TetraSOD is a trademark of Fitoplancton Marino S.L. </strong>

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4213,"Terranova <br/> Glucosamine, Chondroitin & Boswellia Complex","FOUR VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 600mg</strong>
PROVIDING:
Nettle Leaf [Urtica Dioica] – fresh freeze dried 200mg
Ginger Rhizome/Root [Zingiber Officinale] - fresh freeze dried - ORGANIC 200mg
Hops Strobile [Humulus Lupulus] - fresh freeze dried 100mg
Rosemary Leaf [Salvia Rosmarinus] - fresh freeze dried 100mg

Glucosamine (as Hydrochloride - vegetarian source)1000mg
Chondroitin Sulphate (Vegan) [*Mythrocondro®] 600mg
Boswellia Extract (Boswellia serata) [**AprèsFlex®] 100mg
Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)

<strong> * Mythocondro is a registered trade mark of GNOSIS S.p.A.
**AprèsFlex® is a registered trademark of PLT Health Solutions-Laila Nutraceuticals LLC. </strong>

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4214,"Terranova <br/> Pine Bark & Grape Seed Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 375mg</strong>
PROVIDING:Rose Hips (Rosa canina) – ORGANIC 150mg
Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) – ORGANIC 75mg
Blackberry Fruit (Rubus fruticosus) - fresh freeze dried – ORGANIC 75mg
Raw Cacao Nib (Theobroma cacao) - ORGANIC 75mg

Arctic Pine Bark Extract *[Fenoprolic®] (pinus sylvestris) - ORGANIC 40mg
[Typical assay: 70-75% (OPC’s) oligomeric proanthocyanidins]

Grape Seed Extract **[OmniVin® 20R] (Vitis vinifera) 40mg
[Typical assay 95% (OPC’s) oligomeric proanthocyanidins]

Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)

<strong>*Fenoprolic® is a trademark of Eevia Health. It is sustainably produced using the inner and outer bark of young Arctic pine trees from forests in North Finland by cold water extraction.</strong>

<strong>**OmniVin®20R is a trade mark of Ajinomoto Natural Specialities and is produced using grape seeds from select regions in France via a unique extraction process to provide a high content of mono and dimeric procyanidins.</strong>

<strong><strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
</strong>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4215,"Terranova <br/> Red Yeast Rice Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 175mg</strong>
PROVIDING:
Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) – ORGANIC 75mg
Aronia Berry (Aronia melanocarpa) - fresh freeze dried – ORGANIC 50mg
Artichoke Leaf (Cynara scolymus) - fresh freeze dried 25mg
Ginger Rhizome/Root (Zingiber officinale) - fresh freeze dried - ORGANIC 25mg
Red Yeast Rice (*Ankascin 568-R® from monascus purpureus) monacolin/statin-free 55mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*Ankascin® is a registered trademark of Sunway Biotech co., Ltd</strong>

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4216,"Terranova <br/> Red Yeast Rice, Co-Q-10 & Bergamot Complex","<!-- wp:paragraph -->
<p>ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 125mg</strong><br />PROVIDING:<br />Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) – ORGANIC 50mg<br />Artichoke Leaf (Cynara scolymus) - fresh freeze dried 25mg<br />Aronia Berry (Aronia melanocarpa) - fresh freeze dried – ORGANIC 25mg<br />Ginger Rhizome/Root (Zingiber officinale) - fresh freeze dried - ORGANIC 25mg
<p>&nbsp;</p>
<p>Citrus Bergamot Extract (Citrus bergamia - typical assay 40% polyphenols) 75mg<br />Red Yeast Rice (*Ankascin 568-R® from monascus purpureus) monacolin/statin-free 55mg<br />L-Carnitine 50mg<br />Co-Q-10 (Coenzyme Q10 – as ubiquinone) 15mg<br />Vegetarian Capsule Shell (hydroxypropyl methylcellulose)</p>
<p><strong>*Ankascin® is a registered trademark of Sunway Biotech co., Ltd</strong></p>
<p><strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong><br />NO WHEAT – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</p>
</div>
<!-- /wp:html -->"
4217,"Terranova <br/> Resveratrol 150mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 225mg</strong>
PROVIDING:
Blackberry Fruit (Rubus fruticosus) – fresh freeze dried – ORGANIC 100mg
Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) – ORGANIC 75mg
Aronia Berry (Aronia melanocarpa) - fresh freeze dried – ORGANIC 50mg

Trans-Resveratrol (from Polygonum cuspidatum - Japanese Knotweed) 150mg
Quercetin (from Sophora japonica) 50mg
Black Pepper Fruit Extract (as **BioPerine® - Piper nigrum) 2mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*BioPerine® is a trademark of Sabinsa Corporation</strong>

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
</div>"
4218,"Terranova <br/> SOD Complex with Catalase","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 250mg</strong>
PROVIDING:
Green <strong>Barley</strong> Grass (Hordeum vulgare) – fresh freeze dried – ORGANIC 100mg
Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) – ORGANIC 50mg
Broccoli Sprouts (Brassica oleracea) - fresh freeze dried – ORGANIC 50mg
Aronia Berry (Aronia melanocarpa) - fresh freeze dried – ORGANIC 50mg

Catalase (25,000 units/g) 75mg
L-Glutathione (reduced) 50mg
Spirulina Extract (Spirulina platensis) 50mg
Superoxide Dismutase (as TetraSOD® from Tetraselmis chuii microalgae) 25mg
Zinc (as bisglycinate chelate* TRAACS&#x2122;) 5mg
Manganese (as bisglycinate chelate* TRAACS&#x2122;) 1.5mg
Copper (as bisglycinate chelate* TRAACS) 0.625mg
Vegetable Capsule Shell (Hydroxypropyl methylcellulose)

<strong>*TRAACS&#x2122; is a trademark of Albion Labs.
** TetraSOD is a trademark of Fitoplancton Marino S.L.</strong>

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
<strong> Contains barley grass – consult physician if coeliac.</strong>

</div>"
4219,"Terranova <br/> Fermented Ashwagandha FERMANOLIDE&#x2122;","<strong>ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:</strong>
<div class=""two-columns"">Fermented Ashwagandha Root [Fermanolide&#x2122;]* - (Withania somnifera) 150mg
Typical assay: &gt;3.2% withanolides
Ashwagandha Root (Withania somnifera) – ORGANIC 100mgVegetarian Capsule Shell (Hydroxypropyl methylcellulose)<strong>*Fermanolide&#x2122; is a registered trademark of Fermedics BV</strong><strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</div>"
